Manufacturer,Weapon Type,ID,Part Type,String,Model Name,"Stats (Level 50, Common)",Effects,Requirements
Order,Pistol,72,Underbarrel,ORD_PS.part_underbarrel_02_gravitywell,,Alt Fire - Gravity Well,Charge-fires a Gravity Well that deals up to XXX Damage and pulls in nearby enemies,
Order,Pistol,75,Barrel,ORD_PS.part_barrel_02_bully,,"Bully, 1338 Damage, 80% Acc, 7.0/s FR","Defensive Protocol - When Gun Shields are activated, launches an Attack Drone every 14s",
Order,Pistol,78,Magazine,ORD_PS.part_mag_noisycricket,,"1.5s Reload, 2 Shots",Noisy Cricket Mag,
Order,Pistol,79,Barrel,ORD_PS.part_barrel_noisycricket,,"Noisy Cricket, 4461 Damage, 57% Acc, 3.0/s FR, 2 Shot",Silence,
Order,Pistol,81,Barrel,ORD_PS.part_barrel_02_rocketreload,,"Lucky Clover, 892 Damage, 75% Acc, 8.0/s FR","Kismet - On Reload, fires 2 Homing Rockets that deal up to XXX Damage each",
Order,Sniper,2,Body,ORD_SR.part_body,,"No stat changes, always present",,
Order,Sniper,3,Body Accessory,ORD_SR.part_body_a,,-Reload Speed,,
Order,Sniper,4,Body Accessory,ORD_SR.part_body_b,,+Damage,,
Order,Sniper,5,Body Accessory,ORD_SR.part_body_c,,No Stat Changes,,
Order,Sniper,6,Body Accessory,ORD_SR.part_body_d,,+Crit Damage,,
Order,Sniper,7,Barrel,ORD_SR.part_barrel_01,,"Yuga, 2530 Damage, 90% Acc, 1.9/s FR",,
Order,Sniper,8,Barrel,ORD_SR.part_barrel_02,,"Piktun, 3045 Damage, 92% Acc, 1.5/s FR",,
Order,Sniper,9,Barrel Accessory,ORD_SR.part_barrel_01_a,,+Damage,,
Order,Sniper,10,Barrel Accessory,ORD_SR.part_barrel_01_c,,No Stat Changes,,
Order,Sniper,11,Barrel Accessory,ORD_SR.part_barrel_01_d,,No Stat Changes,,
Order,Sniper,12,Barrel Accessory,ORD_SR.part_barrel_02_a,,+Damage,,
Order,Sniper,13,Barrel Accessory,ORD_SR.part_barrel_02_b,,+Accuracy,,
Order,Sniper,14,Barrel Accessory,ORD_SR.part_barrel_02_c,,+Fire Rate,,
Order,Sniper,15,Barrel Accessory,ORD_SR.part_barrel_02_d,,+Fire Rate,,
Order,Sniper,16,Manufacturer Part,ORD_SR.part_barrel_licensed_jak,,Jakobs Ricochet,,
Order,Sniper,17,Manufacturer Part,ORD_SR.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Order,Sniper,18,Manufacturer Part,ORD_SR.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Order,Sniper,19,Manufacturer Part,ORD_SR.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Order,Sniper,20,Manufacturer Part,ORD_SR.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Order,Sniper,21,Manufacturer Part,ORD_SR.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Order,Sniper,22,Barrel Accessory,ORD_SR.part_barrel_01_b,,+Crit Damage,,
Order,Sniper,23,Manufacturer Part,ORD_SR.part_shield_default,,Hyperion Shield,,
Order,Sniper,24,Manufacturer Part,ORD_SR.part_shield_ricochet,,Hyperion Ricochet Shield,,
Order,Sniper,25,Manufacturer Part,ORD_SR.part_shield_ammo,,Hyperion Absorb Shield,,
Order,Sniper,26,Manufacturer Part,ORD_SR.part_shield_amp,,Hyperion Amp Shield,,
Order,Sniper,27,Magazine,ORD_SR.part_mag_01,,"2.3s Reload, 12 Shots",,
Order,Sniper,28,Magazine,ORD_SR.part_mag_02,,"2.7s Reload, 15 Shots",,
Order,Sniper,29,Magazine,ORD_SR.part_mag_04_cov,,"3.7s Reload, 20 Shots, CoV Mag",,
Order,Sniper,30,Magazine,ORD_SR.part_mag_05_borg,,"2.1s Reload, 18 Shots, Ripper Mag",,
Order,Sniper,31,Stat Modifier,ORD_SR.part_mag_ted_thrown_01,,1.6s Reload,,
Order,Sniper,32,Stat Modifier,ORD_SR.part_mag_ted_thrown_02,,1.6s Reload,,
Order,Sniper,33,Stat Modifier,ORD_SR.part_mag_ted_thrown_03_tor,,1.6s Reload,,
Order,Sniper,34,Stat Modifier,ORD_SR.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Order,Sniper,35,Stat Modifier,ORD_SR.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Order,Sniper,36,Scope,ORD_SR.part_scope_ironsight,,ADS,,
Order,Sniper,37,Scope,ORD_SR.part_scope_01_lens_01,,ADS +Zoom,,
Order,Sniper,38,Scope,ORD_SR.part_scope_01_lens_02,,ADS ++Zoom,Sniper Scope,
Order,Sniper,39,Scope,ORD_SR.part_scope_02_lens_01,,ADS +++Zoom,Sniper Scope,
Order,Sniper,40,Scope,ORD_SR.part_scope_02_lens_02,,ADS ++++Zoom,Sniper Scope,
Order,Sniper,41,Scope Accessory,ORD_SR.part_scope_acc_s01_l01_a,,+Damage,HUD Elements,
Order,Sniper,42,Scope Accessory,ORD_SR.part_scope_acc_s01_l01_b,,-Reload Speed,,
Order,Sniper,43,Scope Accessory,ORD_SR.part_scope_acc_s02_l01_a,,No Stat Changes,HUD Elements,
Order,Sniper,44,Scope Accessory,ORD_SR.part_scope_acc_s02_l01_b,,+Crit Damage,HUD Elements,
Order,Sniper,45,Scope Accessory,ORD_SR.part_scope_acc_s01_l02_a,,+Damage,HUD Elements,
Order,Sniper,46,Scope Accessory,ORD_SR.part_scope_acc_s01_l02_b,,-Reload Speed,HUD Elements,
Order,Sniper,47,Scope Accessory,ORD_SR.part_scope_acc_s02_l02_a,,No Stat Changes,HUD Elements,
Order,Sniper,48,Scope Accessory,ORD_SR.part_scope_acc_s02_l02_b,,+Crit Damage,HUD Elements,
Order,Sniper,49,Grip,ORD_SR.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Order,Sniper,50,Grip,ORD_SR.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Order,Sniper,51,Grip,ORD_SR.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Order,Sniper,52,Grip,ORD_SR.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Order,Sniper,53,Grip,ORD_SR.part_grip_01,,+Damage,,
Order,Sniper,54,Grip,ORD_SR.part_grip_02,,+Fire Rate,,
Order,Sniper,55,Grip,ORD_SR.part_grip_03,,-Reload Speed,,
Order,Sniper,56,Underbarrel,ORD_SR.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Order,Sniper,57,Underbarrel,ORD_SR.part_underbarrel_02_tether_snare,,Alt Fire - Tether Snare,"Fires a tether that creates Beams between all other tethers, dealing XXX Damage/s",
Order,Sniper,58,Underbarrel,ORD_SR.part_underbarrel_03_railgun,,Alt Fire - Railgun,Charge-fires dual Railguns that deal XXX x 2 Damage per shot. SHOCK,
Order,Sniper,59,Underbarrel,ORD_SR.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Order,Sniper,60,Foregrip,ORD_SR.part_foregrip_02,,+Crit Damage,,
Order,Sniper,61,Foregrip,ORD_SR.part_foregrip_03,,No Stat Changes,,
Order,Sniper,62,Underbarrel,ORD_SR.part_underbarrel_01_spear,,Alt Fire - Ordonite Spike,Launches a Spike that drains power from nearby enemies before exploding for up to XXX Damage,
Order,Sniper,63,Underbarrel,ORD_SR.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Order,Sniper,64,Foregrip,ORD_SR.part_foregrip_01,,+Damage,,
Order,Sniper,65,Manufacturer Part,ORD_SR.part_secondary_ammo_sm,,Daedalus SMG Ammo,,
Order,Sniper,66,Manufacturer Part,ORD_SR.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Order,Sniper,67,Manufacturer Part,ORD_SR.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Order,Sniper,68,Manufacturer Part,ORD_SR.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Order,Sniper,69,Manufacturer Part,ORD_SR.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Order,Sniper,70,Manufacturer Part,ORD_SR.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Order,Sniper,71,Magazine,ORD_SR.part_mag_03_tor,,"2.1s Reload, 9 Shots",,
Order,Sniper,72,Barrel,ORD_SR.part_barrel_02_symmetry,,"Symmetry, 3045 Damage, 92% Acc, 1.5/s FR",Bilateral - Fires from reserve Ammo while charging,
Order,Sniper,74,Magazine,ORD_SR.part_mag_01_fisheye,,"2.3s Reload, 3 Shots",Fisheye Mag,
Order,Sniper,75,Barrel,ORD_SR.part_barrel_01_fisheye,,"Fisheye, 4919 Damage, 83% Acc, 1.2/s FR, +40% Crit Damage","Ultima Raito Regum - Fires wide, penerating triple Railgun shots with +40% Critical Damage",
Ripper,Shotgun,1,Barrel,BOR_SG.part_barrel_02_goremaster,,"Goremaster, 349 x 6 Damage, 70% Acc, 3.0/s FR",Chief Execution Officer - Deals +30% Damage to enemies below 30% Health,
Ripper,Shotgun,2,Body,BOR_SG.part_body,,"No stat changes, always present",,
Ripper,Shotgun,3,Body Accessory,BOR_SG.part_body_a,,-Reload Speed,,
Ripper,Shotgun,4,Body Accessory,BOR_SG.part_body_b,,+Ammo,,
Ripper,Shotgun,5,Body Accessory,BOR_SG.part_body_c,,+Accuracy,,
Ripper,Shotgun,6,Body Accessory,BOR_SG.part_body_d,,No Stat Changes,,
Ripper,Shotgun,7,Barrel,BOR_SG.part_barrel_01,,"Weldwyrm, 376 x 4 Damage, 63% Acc, 4.5/s FR",,
Ripper,Shotgun,8,Barrel,BOR_SG.part_barrel_02,,"Hellhound, 314 x 6 Damage, 70% Acc, 3.0/s FR",,
Ripper,Shotgun,9,Manufacturer Part,BOR_SG.part_shield_default,,Hyperion Shield,,
Ripper,Shotgun,10,Manufacturer Part,BOR_SG.part_shield_ricochet,,Hyperion Ricochet Shield,,
Ripper,Shotgun,11,Manufacturer Part,BOR_SG.part_shield_ammo,,Hyperion Absorb Shield,,
Ripper,Shotgun,12,Manufacturer Part,BOR_SG.part_shield_amp,,Hyperion Amp Shield,,
Ripper,Shotgun,13,Magazine,BOR_SG.part_mag_04_cov,,"3.2s Reload, 20 Shots, CoV Mag",,
Ripper,Shotgun,14,Magazine,BOR_SG.part_mag_03_tor,,"2.6s Reload, 10 Shots",,
Ripper,Shotgun,15,Magazine,BOR_SG.part_mag_01,,"2.4s Reload, 15 Shots",,
Ripper,Shotgun,16,Magazine,BOR_SG.part_mag_02,,"2.6s Reload, 20 Shots",,
Ripper,Shotgun,17,Magazine,BOR_SG.part_mag_goldengod,,"3.2s Reload, 20 Shots, CoV Mag",Mag for Golden God,
Ripper,Shotgun,18,Barrel,BOR_SG.part_barrel_goldengod,,"Golden God, 376 x 4 Damage, 63% Acc, 4.5/s FR","Rage - When Overheating, the Bulletforge does not break, but instead continually consumes greater amounts of Ammo",
Ripper,Shotgun,22,Stat Modifier,BOR_SG.part_mag_ted_thrown_01,,2.0s Reload,,
Ripper,Shotgun,23,Stat Modifier,BOR_SG.part_mag_ted_thrown_02,,2.0s Reload,,
Ripper,Shotgun,24,Stat Modifier,BOR_SG.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Ripper,Shotgun,25,Stat Modifier,BOR_SG.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Ripper,Shotgun,26,Scope,BOR_SG.part_scope_02_lens_02,,ADS +++Zoom,Sniper Scope,
Ripper,Shotgun,27,Scope,BOR_SG.part_scope_02_lens_01,,ADS +++Zoom,,
Ripper,Shotgun,28,Scope,BOR_SG.part_scope_01_lens_02,,ADS ++Zoom,,
Ripper,Shotgun,29,Scope,BOR_SG.part_scope_01_lens_01,,ADS +Zoom,,
Ripper,Shotgun,30,Scope,BOR_SG.part_scope_ironsight,,ADS,,
Ripper,Shotgun,31,Scope Accessory,BOR_SG.part_scope_acc_s01_l01_a,,+Damage,Damage Type,
Ripper,Shotgun,32,Scope Accessory,BOR_SG.part_scope_acc_s01_l01_b,,-Reload Speed,"Mag Gauge, Compass",
Ripper,Shotgun,33,Scope Accessory,BOR_SG.part_scope_acc_s02_l01_a,,No Stat Changes,HUD Elements,
Ripper,Shotgun,34,Scope Accessory,BOR_SG.part_scope_acc_s02_l01_b,,+Crit Damage,Compass,
Ripper,Shotgun,35,Scope Accessory,BOR_SG.part_scope_acc_s01_l02_a,,+Damage,HUD Elements,
Ripper,Shotgun,36,Scope Accessory,BOR_SG.part_scope_acc_s01_l02_b,,-Reload Speed,HUD Elements,
Ripper,Shotgun,37,Scope Accessory,BOR_SG.part_scope_acc_s02_l02_a,,No Stat Changes,HUD Elements,
Ripper,Shotgun,38,Scope Accessory,BOR_SG.part_scope_acc_s02_l02_b,,+Crit Damage,Damage Type - Not ADS,
Ripper,Shotgun,39,Grip,BOR_SG.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Ripper,Shotgun,40,Grip,BOR_SG.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Ripper,Shotgun,41,Grip,BOR_SG.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Ripper,Shotgun,42,Grip,BOR_SG.part_grip_01,,+Damage,,
Ripper,Shotgun,43,Grip,BOR_SG.part_grip_02,,+Fire Rate,,
Ripper,Shotgun,44,Grip,BOR_SG.part_grip_03,,-Reload Speed,,
Ripper,Shotgun,45,Grip,BOR_SG.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Ripper,Shotgun,46,Underbarrel,BOR_SG.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Ripper,Shotgun,47,Underbarrel,BOR_SG.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Ripper,Shotgun,48,Underbarrel,BOR_SG.part_underbarrel_01_beam,,Alt Fire - Lightning Beam,Fires a Beam that deals XXX Shock Damage/s and can chain to an additional target,
Ripper,Shotgun,49,Underbarrel,BOR_SG.part_underbarrel_02_gauss,,Alt Fire - Gauss Gun,Chage-fires a Projectile that deals XXX Damage,
Ripper,Shotgun,50,Foregrip,BOR_SG.part_foregrip_01,,+Damage,,
Ripper,Shotgun,51,Foregrip,BOR_SG.part_foregrip_03,,+Accuracy,,
Ripper,Shotgun,52,Underbarrel,BOR_SG.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Ripper,Shotgun,53,Underbarrel,BOR_SG.part_underbarrel_06_malswitch,,"Underbarrel switch, no effects",Used for Maliwan elemental switch,
Ripper,Shotgun,60,Manufacturer Part,BOR_SG.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Ripper,Shotgun,61,Manufacturer Part,BOR_SG.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Ripper,Shotgun,62,Manufacturer Part,BOR_SG.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Ripper,Shotgun,63,Manufacturer Part,BOR_SG.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Ripper,Shotgun,64,Barrel,BOR_SG.part_unique_barrel_02_convergence,,"Convergence, 390 x 3 Damage, 70% Acc, 3.0/s RL",Asymptotic,
Ripper,Shotgun,66,Barrel Accessory,BOR_SG.part_barrel_01_a,,+Damage,,
Ripper,Shotgun,67,Barrel Accessory,BOR_SG.part_barrel_01_b,,-Reload Speed,,
Ripper,Shotgun,68,Barrel Accessory,BOR_SG.part_barrel_01_c,,+Damage,,
Ripper,Shotgun,69,Barrel Accessory,BOR_SG.part_barrel_01_d,,+Accuracy,,
Ripper,Shotgun,70,Barrel Accessory,BOR_SG.part_barrel_02_a,,+Damage,,
Ripper,Shotgun,71,Barrel Accessory,BOR_SG.part_barrel_02_b,,+Accuracy,,
Ripper,Shotgun,72,Barrel Accessory,BOR_SG.part_barrel_02_c,,+Fire Rate,,
Ripper,Shotgun,73,Barrel Accessory,BOR_SG.part_barrel_02_d,,+Fire Rate,,
Ripper,Shotgun,74,Manufacturer Part,BOR_SG.part_barrel_licensed_jak,,Jakobs Ricochet,,
Ripper,Shotgun,75,Manufacturer Part,BOR_SG.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Ripper,Shotgun,76,Manufacturer Part,BOR_SG.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Ripper,Shotgun,77,Manufacturer Part,BOR_SG.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Ripper,Shotgun,78,Manufacturer Part,BOR_SG.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Ripper,Shotgun,79,Manufacturer Part,BOR_SG.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Ripper,Shotgun,80,Underbarrel,BOR_SG.part_underbarrel_03_discharge,,Alt Fire - Fuel Rod Discharge,Fires a spent Fuel Rod that explodes after 3s and deals XXX Radiation Damage,
Ripper,Shotgun,81,Foregrip,BOR_SG.part_foregrip_02,,+Fire Rate,,
Ripper,Shotgun,82,Manufacturer Part,BOR_SG.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Ripper,Shotgun,83,Manufacturer Part,BOR_SG.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Ripper,SMG,2,Body,BOR_SM.part_body,,"No stat changes, always present",,
Ripper,SMG,3,Body Accessory,BOR_SM.part_body_a,,-Reload Speed,,
Ripper,SMG,4,Body Accessory,BOR_SM.part_body_b,,+Ammo,,
Ripper,SMG,5,Body Accessory,BOR_SM.part_body_c,,+Accuracy,,
Ripper,SMG,6,Body Accessory,BOR_SM.part_body_d,,No Stat Changes,,
Ripper,SMG,7,Barrel,BOR_SM.part_barrel_01,,"Phage, 758 Damage, 72% Acc, 6.8/s FR",,
Ripper,SMG,8,Barrel,BOR_SM.part_barrel_02,,"Infestation, 848 Damage, 79% Acc, 5.5/s FR",,
Ripper,SMG,9,Manufacturer Part,BOR_SM.part_shield_default,,Hyperion Shield,,
Ripper,SMG,10,Manufacturer Part,BOR_SM.part_shield_ricochet,,Hyperion Ricochet Shield,,
Ripper,SMG,11,Manufacturer Part,BOR_SM.part_shield_ammo,,Hyperion Absorb Shield,,
Ripper,SMG,12,Manufacturer Part,BOR_SM.part_shield_amp,,Hyperion Amp Shield,,
Ripper,SMG,13,Magazine,BOR_SM.part_mag_01,,"2.1s Reload, 25 Shots",,
Ripper,SMG,14,Magazine,BOR_SM.part_mag_02,,"2.7s Reload, 30 Shots",,
Ripper,SMG,15,Magazine,BOR_SM.part_mag_03_tor,,"2.4s Reload, 20 Shots",,
Ripper,SMG,16,Magazine,BOR_SM.part_mag_04_cov,,"3.1s Reload, 25 Shots, CoV Mag",,
Ripper,SMG,17,Barrel,BOR_SM.part_barrel_02_prince,,"Prince Harming, 848 Damage, 79% Acc, 5.5/s FR","Pamplemousse - Hitting enemies deals xxx Damage to you, and grants a stack of Cruelty - which, on kill, restores xxx Overshield per Stack of Cruelty - Max 30 Stacks",
Ripper,SMG,20,Barrel,BOR_SM.part_barrel_01_hellfire,,"Hellfire, 758 Damage, 70% Acc, 6.8/s FR",Burning Desire,
Ripper,SMG,22,Stat Modifier,BOR_SM.part_mag_ted_thrown_01,,2.0s Reload,,
Ripper,SMG,23,Stat Modifier,BOR_SM.part_mag_ted_thrown_02,,2.0s Reload,,
Ripper,SMG,24,Stat Modifier,BOR_SM.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Ripper,SMG,25,Stat Modifier,BOR_SM.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Ripper,SMG,26,Scope,BOR_SM.part_scope_ironsight,,ADS,,
Ripper,SMG,27,Scope,BOR_SM.part_scope_01_lens_01,,ADS +Zoom,,
Ripper,SMG,28,Scope,BOR_SM.part_scope_01_lens_02,,ADS ++Zoom,,
Ripper,SMG,29,Scope,BOR_SM.part_scope_02_lens_01,,ADS +++Zoom,,
Ripper,SMG,30,Scope,BOR_SM.part_scope_02_lens_02,,ADS ++++Zoom,,
Ripper,SMG,31,Scope Accessory,BOR_SM.part_scope_acc_s01_l01_a,,+Damage,"Scope Hood, Charge Meter?",
Ripper,SMG,32,Scope Accessory,BOR_SM.part_scope_acc_s01_l01_b,,-Reload Speed,HUD Elements,
Ripper,SMG,33,Scope Accessory,BOR_SM.part_scope_acc_s02_l01_a,,No Stat Changes,Mag Counter,
Ripper,SMG,34,Scope Accessory,BOR_SM.part_scope_acc_s02_l01_b,,+Crit Damage,Damage Type,
Ripper,SMG,35,Scope Accessory,BOR_SM.part_scope_acc_s01_l02_a,,+Damage,Scope Hood,
Ripper,SMG,36,Scope Accessory,BOR_SM.part_scope_acc_s01_l02_b,,-Reload Speed,Damage Type,
Ripper,SMG,37,Scope Accessory,BOR_SM.part_scope_acc_s02_l02_a,,No Stat Changes,Unknown element on the right,
Ripper,SMG,38,Scope Accessory,BOR_SM.part_scope_acc_s02_l02_b,,+Crit Damage,HUD Elements,
Ripper,SMG,39,Grip,BOR_SM.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Ripper,SMG,40,Grip,BOR_SM.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Ripper,SMG,41,Grip,BOR_SM.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Ripper,SMG,42,Grip,BOR_SM.part_grip_01,,+Damage,,
Ripper,SMG,43,Grip,BOR_SM.part_grip_02,,+Fire Rate,,
Ripper,SMG,44,Grip,BOR_SM.part_grip_03,,-Reload Speed,,
Ripper,SMG,45,Grip,BOR_SM.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Ripper,SMG,46,Underbarrel,BOR_SM.part_underbarrel_03_gastrap,,Alt Fire - Gas Trap,"Fires a Projectile that explodes, causing a cloud of Noxious Gas that deals Corosive Damage to enemies over time",
Ripper,SMG,47,Underbarrel,BOR_SM.part_underbarrel_02_drunkrocket,,Alt Fire - Ripper Rocket Launcher,Launches a burst of 6 rockets that deal XXX Damage,
Ripper,SMG,48,Underbarrel,BOR_SM.part_underbarrel_06_malswitch,,"Underbarrel switch, no effects",Used for Maliwan elemental switch,
Ripper,SMG,49,Underbarrel,BOR_SM.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Ripper,SMG,50,Foregrip,BOR_SM.part_foregrip_01,,+Damage,,
Ripper,SMG,51,Foregrip,BOR_SM.part_foregrip_03,,+Accuracy,,
Ripper,SMG,52,Underbarrel,BOR_SM.part_underbarrel_01_shrapnel,,Alt Fire - Shrapnel Cannon,,
Ripper,SMG,53,Underbarrel,BOR_SM.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Ripper,SMG,54,Underbarrel,BOR_SM.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Ripper,SMG,55,Foregrip,BOR_SM.part_foregrip_02,,+Fire Rate,,
Ripper,SMG,62,Manufacturer Part,BOR_SM.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Ripper,SMG,63,Manufacturer Part,BOR_SM.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Ripper,SMG,64,Manufacturer Part,BOR_SM.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Ripper,SMG,65,Manufacturer Part,BOR_SM.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Ripper,SMG,66,Barrel Accessory,BOR_SM.part_barrel_01_a,,+Damage,,
Ripper,SMG,67,Barrel Accessory,BOR_SM.part_barrel_01_b,,-Reload Speed,,
Ripper,SMG,68,Barrel Accessory,BOR_SM.part_barrel_01_c,,+Damage,,
Ripper,SMG,69,Barrel Accessory,BOR_SM.part_barrel_01_d,,+Accuracy,,
Ripper,SMG,70,Barrel Accessory,BOR_SM.part_barrel_02_a,,+Damage,,
Ripper,SMG,71,Barrel Accessory,BOR_SM.part_barrel_02_b,,+Accuracy,,
Ripper,SMG,72,Barrel Accessory,BOR_SM.part_barrel_02_c,,+Fire Rate,,
Ripper,SMG,73,Barrel Accessory,BOR_SM.part_barrel_02_d,,+Fire Rate,,
Ripper,SMG,74,Manufacturer Part,BOR_SM.part_barrel_licensed_jak,,Jakobs Ricochet,,
Ripper,SMG,75,Manufacturer Part,BOR_SM.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Ripper,SMG,76,Manufacturer Part,BOR_SM.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Ripper,SMG,77,Manufacturer Part,BOR_SM.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Ripper,SMG,78,Manufacturer Part,BOR_SM.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Ripper,SMG,79,Manufacturer Part,BOR_SM.part_barrel_licensed_hyp,,,,
Ripper,SMG,80,Manufacturer Part,BOR_SM.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Ripper,SMG,81,Manufacturer Part,BOR_SM.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Ripper,Sniper,2,Body,BOR_SR.part_body,,"No stat changes, always present",,
Ripper,Sniper,3,Body Accessory,BOR_SR.part_body_a,,-Reload Speed,,
Ripper,Sniper,4,Body Accessory,BOR_SR.part_body_b,,+Ammo,,
Ripper,Sniper,5,Body Accessory,BOR_SR.part_body_c,,No Stat Changes,,
Ripper,Sniper,6,Body Accessory,BOR_SR.part_body_d,,No Stat Changes,,
Ripper,Sniper,7,Barrel,BOR_SR.part_barrel_01,,"Nullsaint, 2249 Damage, 90% Acc, 2.3/s FR",,
Ripper,Sniper,8,Barrel,BOR_SR.part_barrel_02,,"Daemon, 2647 Damage, 88% Acc, 1.5/s FR",,
Ripper,Sniper,9,Manufacturer Part,BOR_SR.part_shield_default,,Hyperion Shield,,
Ripper,Sniper,10,Manufacturer Part,BOR_SR.part_shield_ricochet,,Hyperion Ricochet Shield,,
Ripper,Sniper,11,Manufacturer Part,BOR_SR.part_shield_ammo,,Hyperion Absorb Shield,,
Ripper,Sniper,12,Manufacturer Part,BOR_SR.part_shield_amp,,Hyperion Amp Shield,,
Ripper,Sniper,13,Magazine,BOR_SR.part_mag_01,,"2.9s Reload, 10 Shots",,
Ripper,Sniper,14,Magazine,BOR_SR.part_mag_02,,"3.1s Reload, 16 Shots",,
Ripper,Sniper,15,Magazine,BOR_SR.part_mag_04_cov,,"4.0s Reload, 15 Shots, CoV Mag",,
Ripper,Sniper,16,Manufacturer Part,BOR_SR.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Ripper,Sniper,17,Manufacturer Part,BOR_SR.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Ripper,Sniper,20,Barrel,BOR_SR.part_barrel_01_stray,,"Stray, 1405 x 3 Damage, 90% Acc, 2.3/s FR",Stray - Fires 2 secondary bullets that home in on nearby targets,
Ripper,Sniper,21,Barrel,BOR_SR.part_barrel_02_vamoose,,"Vamoose, 2342 Damage, 93% Acc, 9.0/s FR",Scarce,
Ripper,Sniper,23,Stat Modifier,BOR_SR.part_mag_ted_thrown_01,,1.6s Reload,,
Ripper,Sniper,24,Stat Modifier,BOR_SR.part_mag_ted_thrown_02,,1.6s Reload,,
Ripper,Sniper,25,Stat Modifier,BOR_SR.part_mag_ted_thrown_03_tor,,1..6s Reload,,
Ripper,Sniper,26,Scope,BOR_SR.part_scope_ironsight,,ADS,,
Ripper,Sniper,27,Scope,BOR_SR.part_scope_01_lens_01,,ADS ++Zoom,,
Ripper,Sniper,28,Scope,BOR_SR.part_scope_01_lens_02,,ADS ++Zoom,,
Ripper,Sniper,29,Scope,BOR_SR.part_scope_02_lens_01,,ADS +++Zoom,,
